保单文件名, 产品类型, 产品名称, 产品交费方式, 产品条款文字编码
{'file_name': 'c28d718b-3d98-4208-847c-fabf8faa3688_TERMS'}, {'product_category': '保险费重大疾病保险'}, {'product_name': '安联附加豁免保险费重大疾病保险'}, {'product_payment': '无'}, {'product_term': '安联人寿[2015]疾病保险015号'}
{'file_name': 'c2a2084f-a171-464f-a644-bf527108ca40_TERMS'}, {'product_category': '母婴疾病保险'}, {'product_name': '安联安孕无忧母婴疾病保险'}, {'product_payment': '无'}, {'product_term': '安联人寿[2016]疾病保险007号'}
{'file_name': 'c2dc9238-122a-4aa7-a7d5-21a5398f7cb8_TERMS'}, {'product_category': '保重大疾病保险'}, {'product_name': '有限公司前海附加福寿保重大疾病保险'}, {'product_payment': '无'}, {'product_term': '前海人寿[2015]疾病保险009号'}
{'file_name': 'c2eb8909-1ff0-41f4-83a9-fec697476353_TERMS'}, {'product_category': '满堂重大疾病保险'}, {'product_name': '生命附加福满堂重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': 'c31d04a6-f4bf-4c34-b009-f4eb659c59d6_TERMS'}, {'product_category': '安康重大疾病保险条款'}, {'product_name': '陆家嘴国泰佑安康重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '国泰人寿[2016]疾病保险024号'}
{'file_name': 'c3a57186-ad71-47a3-9c2a-db0f76168b57_TERMS'}, {'product_category': '恒悦版重大疾病保险条款'}, {'product_name': '标准附加幸福金生恒悦版重大疾病保险条款'}, {'product_payment': '分期交付保险费'}, {'product_term': '标准司字[2017]2号'}
{'file_name': 'c457d2a5-f45d-43c6-9832-b1ada568134d_TERMS'}, {'product_category': '终身重大疾病保险'}, {'product_name': '条款国华华瑞国民终身重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '国华人寿[2017]疾病保险017号'}
{'file_name': 'c53dbd2d-c7ce-4ad3-bb58-a7bdd30c8667_TERMS'}, {'product_category': '保险费重大疾病保险'}, {'product_name': '国寿附加豁免保险费重大疾病保险'}, {'product_payment': '分期交付保险费'}, {'product_term': '无'}
{'file_name': 'c5766f51-6b8c-4af7-8459-fe4215e21bf7_TERMS'}, {'product_category': '定期重大疾病保险'}, {'product_name': '富德生命附加定期重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '富德生命[2015]疾病保险020号'}
{'file_name': 'c595b5aa-f752-41b1-b8f5-e0090611b0e8_TERMS'}, {'product_category': '常青树重大疾病保险'}, {'product_name': '保险股份有限公司常青树重大疾病保险'}, {'product_payment': '分期交付保险费'}, {'product_term': '华夏人寿[2015]疾病保险021号'}
{'file_name': 'c5bf2922-bb90-4b71-866e-77679c566591_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '有限公司中韩永佑终身重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '无'}
{'file_name': 'c631751a-9850-468c-bf5e-c32a273ed3f1_TERMS'}, {'product_category': '一生重大疾病保险条款'}, {'product_name': '有限公司附加福康一生重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '海尔保险[2012]疾病保险002号'}
{'file_name': 'c6d82216-05b8-4e8e-a488-0f1742c1c0e4_TERMS'}, {'product_category': '定期重大疾病保险条款'}, {'product_name': '中华附加少儿定期重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '中华人寿[2018]疾病保险008号'}
{'file_name': 'c77ec95f-eaa9-4ee3-a17f-11b8b6be3406_TERMS'}, {'product_category': '无'}, {'product_name': '无'}, {'product_payment': '无'}, {'product_term': '无'}
{'file_name': 'c780ea74-6158-430e-bf0d-dd541488a59a_TERMS'}, {'product_category': '三号重大疾病保险条款'}, {'product_name': '安盛人寿附加御立方三号重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '无'}
{'file_name': 'c7bdb61d-219c-4ef3-b4c2-7d1ce29614dd_TERMS'}, {'product_category': '终身重大疾病保险'}, {'product_name': '安联安康永泰终身重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '安联人寿[2016]疾病保险009号'}
{'file_name': 'c80b94cd-4fda-4fe7-ba02-3ff6d629d2d8_TERMS'}, {'product_category': '一年期重大疾病保险条款'}, {'product_name': '招商信诺心意保一年期重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '招商信诺[2013]疾病保险037号'}
{'file_name': 'c900bee6-c92c-4f6c-bbdb-750b97b62eac_TERMS'}, {'product_category': '定期重大疾病保险条款'}, {'product_name': '太平康颐定期重大疾病保险条款'}, {'product_payment': '分期交纳保险费'}, {'product_term': '太平人寿[2012]疾病保险004号'}
{'file_name': 'c9905af7-877f-496c-9476-67950d820aca_TERMS'}, {'product_category': '永逸重大疾病保险'}, {'product_name': '光大永明附加关爱永逸重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '永明人寿[2017]疾病保险74号'}
{'file_name': 'c9d54b72-dfc9-436b-966f-2f77f620bc66_TERMS'}, {'product_category': '安康重大疾病保险条款'}, {'product_name': '中邮附加邮保安康重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '无'}
{'file_name': 'ca040f6a-5eb2-44ea-9038-f98aad6388c1_TERMS'}, {'product_category': '给付重大疾病保险条款'}, {'product_name': '附加康悦人生提前给付重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': 'cae6ed33-06be-4400-9b2e-1cfe2f837cf5_TERMS'}, {'product_category': '给付重大疾病保险条款'}, {'product_name': '合众附加睿智提前给付重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '无'}
{'file_name': 'cb067473-e2ac-43e5-845c-bd58e0bff649_TERMS'}, {'product_category': '全佑惠选重大疾病保险'}, {'product_name': '验证条款友邦全佑惠选重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '友邦保险[2014]疾病保险103号'}
{'file_name': 'cb0cc66c-39a6-4755-abb7-17f7fe60feae_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '英大泰和幸福终身重大疾病保险条款'}, {'product_payment': '分期交纳保险费'}, {'product_term': '英大人寿[2016]疾病保险024号'}
{'file_name': 'cb8bde07-4996-4449-b9a7-9f271c7ec06d_TERMS'}, {'product_category': '大病疾病保险'}, {'product_name': '标准附加额外给付轻症大病疾病保险'}, {'product_payment': '无'}, {'product_term': '标准司字[2014]146号'}
{'file_name': 'cbb0d6f1-a6f2-4f0f-9ae5-4cd3f8355d40_TERMS'}, {'product_category': '定期重大疾病保险'}, {'product_name': '中荷附加一生关爱定期重大疾病保险'}, {'product_payment': '无'}, {'product_term': '中荷人寿[2013]疾病保险014号'}
{'file_name': 'cc87c429-c4f9-48bb-9ee3-0bb212b1a500_TERMS'}, {'product_category': '保险费重大疾病保险'}, {'product_name': '平安附加豁免保险费重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '平安人寿[2015]疾病保险007号'}
{'file_name': 'ccad3c21-cfcd-4ca6-abc9-23e4a894c0c7_TERMS'}, {'product_category': '世家重大疾病保险条款'}, {'product_name': '泰康尊享世家重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': 'ccb216a4-1870-4b70-8132-5614603b337c_TERMS'}, {'product_category': '轻症疾病保险'}, {'product_name': '每种轻症疾病只给付一次轻症疾病保险'}, {'product_payment': '无'}, {'product_term': '天安人寿[2018]疾病保险012号'}
{'file_name': 'ccc4ca9c-7463-45ca-a8c0-081a714c91cf_TERMS'}, {'product_category': '防护重大疾病保险'}, {'product_name': '招商信诺加倍防护重大疾病保险'}, {'product_payment': '无'}, {'product_term': '招商信诺[2011]疾病保险048号'}
{'file_name': 'ccc60e56-b444-4d51-acd1-26384a52b1ce_TERMS'}, {'product_category': '向重大疾病保险'}, {'product_name': '公司按基本保险金额向重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '安邦人寿[2010]疾病保险008号'}
{'file_name': 'ccdb4a81-7d1b-45cc-b352-e38656571e2b_TERMS'}, {'product_category': '第一类重大疾病保险'}, {'product_name': '对于以下第一项第一类重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '友邦保险[2015]疾病保险002号'}
{'file_name': 'cd713108-3736-4223-9a17-662b1411d1fc_TERMS'}, {'product_category': '少儿重大疾病保险条款'}, {'product_name': '中华怡萌少儿重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '中华人寿[2018]疾病保险003号'}
{'file_name': 'cdcca5af-612f-4f45-9232-92a3780b3a0b_TERMS'}, {'product_category': '守护星重大疾病保险条款'}, {'product_name': '中宏守护星重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '中宏人寿[2017]疾病保险013号'}
{'file_name': 'ce154d96-2619-4644-9046-0aa4d83f882d_TERMS'}, {'product_category': '福重大疾病保险'}, {'product_name': '富德生命附加福上福重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '富德生命[2016]疾病保险053号'}
{'file_name': 'ce48847f-a431-4a59-9f8b-ccf15fead19a_TERMS'}, {'product_category': '保险费重大疾病保险条款'}, {'product_name': '验证条款附加豁免保险费重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '华泰人寿[2017]疾病保险023号'}
{'file_name': 'ce949c61-c1cd-4897-a8f7-b3443ab4af18_TERMS'}, {'product_category': '安康重大疾病保险条款'}, {'product_name': '百年附加安康重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': 'cea9005b-6b05-46c6-b1db-a994c9fb4242_TERMS'}, {'product_category': '宝贝重大疾病保险条款'}, {'product_name': '合众附加爱宝贝重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': 'ced290c1-a623-4690-a7e0-8ccfec19cc07_TERMS'}, {'product_category': '信泰恒泰重大疾病保险'}, {'product_name': '查询验证条款信泰恒泰重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '信泰人寿[2016]疾病保险051号'}
{'file_name': 'cf0236f8-074a-4c06-abd5-8b0604691897_TERMS'}, {'product_category': '福享重大疾病保险条款'}, {'product_name': '健康福享重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '新华保险[2011]疾病保险004号'}
{'file_name': 'd029f9b6-a863-4d52-9e7d-428ae32d4f07_TERMS'}, {'product_category': '定期重大疾病保险'}, {'product_name': '中荷附加一生关爱定期重大疾病保险'}, {'product_payment': '无'}, {'product_term': '中荷人寿[2012]疾病保险003号'}
{'file_name': 'd0cc7b9d-91a1-451a-8657-892071870980_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '验证条款百万康宁终身重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '华泰人寿[2014]疾病保险003号'}
{'file_name': 'd13cd44c-6d7e-4af8-b905-847efccaf895_TERMS'}, {'product_category': '给付重大疾病保险条款'}, {'product_name': '附加吉祥成人多次给付重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': 'd15a21b0-c323-4c7b-90f3-ffc6e7a53ad5_TERMS'}, {'product_category': '定期重大疾病保险'}, {'product_name': '中荷附加珍爱一生定期重大疾病保险'}, {'product_payment': '分期缴付保险费'}, {'product_term': '中荷人寿[2010]疾病保险063号'}
{'file_name': 'd170b63f-d271-4f58-ad4c-d6d453b1f36e_TERMS'}, {'product_category': '保轻症疾病保险条款'}, {'product_name': '附加健康保轻症疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '昆仑健康[2017]疾病保险047号'}
{'file_name': 'd1cc5cda-9860-4d3f-9459-f682b8fbb24a_TERMS'}, {'product_category': '安康重大疾病保险条款'}, {'product_name': '阳光人寿附加阳光安康重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '阳光人寿[2012]疾病保险002号'}
{'file_name': 'd1e0a3d8-fea1-486d-ab2b-e11737b66d0b_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '验证条款福佑一生终身重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '华泰人寿[2017]疾病保险011号'}
{'file_name': 'd28a40b7-afd5-4c90-95ce-c3d622b60eb3_TERMS'}, {'product_category': '人生重大疾病保险条款'}, {'product_name': '陆家嘴国泰美乐人生重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '国泰人寿[2014]疾病保险067号'}
{'file_name': 'd34557d8-3f6e-465f-9425-dd5fa6510e1f_TERMS'}, {'product_category': '二代重大疾病保险条款'}, {'product_name': '农银附加爱立方二代重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': 'd3b9c9be-db52-48ee-8fac-f9a1dc1e8c94_TERMS'}, {'product_category': '少儿重大疾病保险条款'}, {'product_name': '太平附加幸福成长少儿重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '太平人寿[2013]疾病保险016号'}
{'file_name': 'd4bc4428-f2e0-410c-9cc3-bb8c77d3faf6_TERMS'}, {'product_category': '定期重大疾病保险条款'}, {'product_name': '国民定期重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '国华人寿[2017]疾病保险015号'}
{'file_name': 'd4d73d76-ceef-416e-bf03-d7aea0c4d00c_TERMS'}, {'product_category': '终身重大疾病保险'}, {'product_name': '公司中荷一生呵护终身重大疾病保险'}, {'product_payment': '分期缴付保险费'}, {'product_term': '中荷人寿[2017]疾病保险23号'}
{'file_name': 'd4da009f-95e2-4fbc-80f9-5f52bc85ef0c_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '附加福瑞相伴提前给付重大疾病保险'}, {'product_payment': '一次性交清保险费'}, {'product_term': '标准人寿[2013]疾病保险002号'}
{'file_name': 'd4e8ab5a-f5cf-47cb-b62c-0a23c520b520_TERMS'}, {'product_category': '给付重大疾病保险条款'}, {'product_name': '附加得益人生提前给付重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': 'd5314b16-c617-4825-ae25-369f614954bc_TERMS'}, {'product_category': '安康重大疾病保险条款'}, {'product_name': '有限公司附加宝宝安康重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '平洋人寿[2017]疾病保险017号'}
{'file_name': 'd5701b68-ec7b-4ae8-a44e-617ad1664ace_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '附加福瑞安康提前给付重大疾病保险'}, {'product_payment': '分期交付保险费'}, {'product_term': '无'}
{'file_name': 'd59b78cf-f7a6-4e2a-bd3d-c9fc3784bfb6_TERMS'}, {'product_category': '给付重大疾病保险条款'}, {'product_name': '附加年年承安提前给付重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '东吴人寿[2013]疾病保险017号'}
{'file_name': 'd5a68285-0d0c-443c-936c-dbf9f0c9d7de_TERMS'}, {'product_category': '少儿重大疾病保险条款'}, {'product_name': '招商信诺附加加惠少儿重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '招商信诺[2013]疾病保险043号'}
{'file_name': 'd61479d8-e9ec-4c22-9bb1-a3ff6ce6607e_TERMS'}, {'product_category': '给付重大疾病保险条款'}, {'product_name': '附加泰和安康提前给付重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '英大人寿[2014]疾病保险005号'}
{'file_name': 'd6601d5d-2d13-41f9-baf1-27edaabf46ec_TERMS'}, {'product_category': '保重大疾病保险条款'}, {'product_name': '健康保重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '昆仑健康[2017]疾病保险046号'}
{'file_name': 'd6b1fb95-2871-4363-b9cc-aee529cf5b60_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '中银三星祥福终身重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '三星人寿[2015]疾病保险119号'}
{'file_name': 'd6d9fe4f-1c97-492c-88b7-63c6b6459741_TERMS'}, {'product_category': '如意重大疾病保险条款'}, {'product_name': '如意盛世如意盛世如意重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '无'}
{'file_name': 'd728c7c9-c98f-4f0c-ba8e-90145097ecf5_TERMS'}, {'product_category': '一生重大疾病保险条款'}, {'product_name': '验证条款国华康运一生重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '国华人寿[2014]疾病保险001号'}
{'file_name': 'd75c6b04-6258-4c49-a642-34279d6672a9_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '平安附加金鑫盛提前给付重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '平安人寿[2017]疾病保险004号'}
{'file_name': 'd7740015-94e9-4a1b-aff6-d7b6c2072963_TERMS'}, {'product_category': '给付重大疾病保险条款'}, {'product_name': '君龙附加龙安康提前给付重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '君龙人寿[2012]疾病保险032号'}
{'file_name': 'd7de67e4-360e-4094-9440-14b1df58fbea_TERMS'}, {'product_category': '相随重大疾病保险条款'}, {'product_name': '股份有限公司附加长相随重大疾病保险条款'}, {'product_payment': '分期交付保险费'}, {'product_term': '华夏人寿[2013]疾病保险035号'}
{'file_name': 'd82792b2-0b6f-4ea2-96c5-4be42134df19_TERMS'}, {'product_category': '人生重大疾病保险条款'}, {'product_name': '验证条款农银健康人生重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '农银人寿[2013]疾病保险003号'}
{'file_name': 'd84424f4-5b9f-4c7a-9282-9597e7dfff08_TERMS'}, {'product_category': '给付重大疾病保险条款'}, {'product_name': '附加超级御立方多重给付重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '无'}
{'file_name': 'd8602161-37d5-4a27-a058-efc2e23c0b9a_TERMS'}, {'product_category': '附加重大疾病保险条款'}, {'product_name': '珠江附加重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '珠江人寿[2012]疾病保险030号'}
{'file_name': 'd89f0340-9477-44f0-bc6f-1fa3b2431b19_TERMS'}, {'product_category': '给付重大疾病保险条款'}, {'product_name': '君龙附加额外给付重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '君龙人寿[2010]疾病保险001号'}
{'file_name': 'd8d295cc-419b-48b4-a63a-9b427428fd6e_TERMS'}, {'product_category': '成长重大疾病保险'}, {'product_name': '成长爱成长爱成长爱成长重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '农银人寿[2014]疾病保险031号'}
{'file_name': 'd925e4ca-80a9-4fda-80a0-4e24eb0668e5_TERMS'}, {'product_category': '定期重大疾病保险条款'}, {'product_name': '国民定期重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '国华人寿[2018]疾病保险011号'}
{'file_name': 'd94175bf-b0ca-4d11-8e6d-506b53be6cae_TERMS'}, {'product_category': '人生重大疾病保险'}, {'product_name': '人生健康人生健康人生重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '交银康联[2014]疾病保险016号'}
{'file_name': 'd958f495-58c7-4195-ac83-cc421021a16d_TERMS'}, {'product_category': '安康重大疾病保险条款'}, {'product_name': '合众附加至尊安康重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': 'da070b13-8323-44a7-a59c-49e3101de2d8_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '国寿附加国寿福提前给付重大疾病保险'}, {'product_payment': '无'}, {'product_term': '无'}
{'file_name': 'da2603f1-d48d-416b-9bd6-b5e0aaa993ab_TERMS'}, {'product_category': '安心重大疾病保险条款'}, {'product_name': '合众附加安心重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': 'da6c21b4-ddcf-44d2-8200-fa2fc517d5ed_TERMS'}, {'product_category': '给付重大疾病保险条款'}, {'product_name': '附加吉祥人生提前给付重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': 'db45bd81-5142-420a-b466-eeaf129358ac_TERMS'}, {'product_category': '少儿重大疾病保险'}, {'product_name': '按基本保险金额向少儿重大疾病保险'}, {'product_payment': '无'}, {'product_term': '安邦人寿[2010]疾病保险057号'}
{'file_name': 'db7125a8-4e9b-4803-8ac4-32943bb57bf6_TERMS'}, {'product_category': '超能宝重大疾病保险'}, {'product_name': '有限公司附加少儿超能宝重大疾病保险'}, {'product_payment': '无'}, {'product_term': '平洋人寿[2017]疾病保险008号'}
{'file_name': 'dbbcdaac-ee34-44c9-9d28-38da9d36a68d_TERMS'}, {'product_category': '给付重大疾病保险条款'}, {'product_name': '百年附加安康宝提前给付重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': 'dc047385-eeb1-4181-abe6-0f30d4222ec2_TERMS'}, {'product_category': '女性重大疾病保险条款'}, {'product_name': '富德生命附加红玫瑰女性重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '富德生命[2016]疾病保险138号'}
{'file_name': 'dc85cc72-5cfc-4959-8da0-8e9c3cb291d1_TERMS'}, {'product_category': '给付重大疾病保险条款'}, {'product_name': '附加福瑞安康提前给付重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': 'dcac3bb3-e0cc-4131-8006-36866ab783a7_TERMS'}, {'product_category': '给付重大疾病保险条款'}, {'product_name': '附加金玉长安提前给付重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': 'dcdb936a-05f3-4ca0-8a38-b20ce293774c_TERMS'}, {'product_category': '人生重大疾病保险条款'}, {'product_name': '吉祥人寿附加祥和人生重大疾病保险条款'}, {'product_payment': '分期交付保险费'}, {'product_term': '吉祥人寿[2014]疾病保险009号'}
{'file_name': 'dd151260-768c-4a48-9c03-34fe48ac5a37_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '疾病时即时保险金额给付重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '平洋人寿[2015]疾病保险034号'}
{'file_name': 'dd1faafa-e82b-4a42-97bb-d2b543638f87_TERMS'}, {'product_category': '无忧重大疾病保险条款'}, {'product_name': '太平附加金无忧重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '太平人寿[2016]疾病保险007号'}
{'file_name': 'dd449e55-c5f0-4b03-bf54-e7f9d387e919_TERMS'}, {'product_category': '给付重大疾病保险条款'}, {'product_name': '附加健康壹佰提前给付重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '无'}
{'file_name': 'de053bbf-241c-4c31-8868-b0d1dbd55bc5_TERMS'}, {'product_category': '安康重大疾病保险条款'}, {'product_name': '查询验证条款和泰安康重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '和泰人寿[2017]疾病保险010号'}
{'file_name': 'de6d57b6-3903-4bc2-823d-70e54b7c125a_TERMS'}, {'product_category': '卫士重大疾病保险条款'}, {'product_name': '条款交银康联安心卫士重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '交银康联[2009]疾病保险033号'}
{'file_name': 'de808bbb-7b8f-434f-919d-1400e54aef96_TERMS'}, {'product_category': '版重大疾病保险条款'}, {'product_name': '中宏长保宏福尊享版重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '中宏人寿[2018]疾病保险001号'}
{'file_name': 'dedb8bc7-6074-48ea-bf2d-501ca39aa3bf_TERMS'}, {'product_category': '终身重大疾病保险条款'}, {'product_name': '恒安标准附加增额终身重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '标准司字[2017]1号'}
{'file_name': 'df0d94a4-e290-42ea-909b-1666ee7c7f9b_TERMS'}, {'product_category': '保重大疾病保险'}, {'product_name': '交银康联附加交银康乐保重大疾病保险'}, {'product_payment': '无'}, {'product_term': '交银康联[2015]疾病保险009号'}
{'file_name': 'df0ff608-bdba-4a9c-af2a-cfa44a366bde_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '提前给付重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '平安人寿[2017]疾病保险115号'}
{'file_name': 'df7d5df7-d489-4d0d-9226-56e15bc91656_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '平安附加平安福提前给付重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '平安人寿[2016]疾病保险057号'}
{'file_name': 'dfd5c2e2-584d-475e-8194-443c79949c1a_TERMS'}, {'product_category': '给付重大疾病保险条款'}, {'product_name': '附加十全十美额外给付重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '阳光人寿[2010]疾病保险010号'}
{'file_name': 'dfef41cd-0f7a-49db-b545-362a794fd6d4_TERMS'}, {'product_category': '保重大疾病保险条款'}, {'product_name': '查询验证条款农银健康保重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '农银人寿[2012]疾病保险035号'}
{'file_name': 'e0250028-f5b5-4561-85ea-2a200008d911_TERMS'}, {'product_category': '安康重大疾病保险条款'}, {'product_name': '君龙龙保安康重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '君龙人寿[2013]疾病保险008号'}
{'file_name': 'e0416f94-7a73-4559-a847-41e463d74dbf_TERMS'}, {'product_category': '保险费疾病保险条款'}, {'product_name': '泰康健康相伴豁免保险费疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '泰康人寿[2016]疾病保险011号'}
{'file_name': 'e046d302-746d-40d1-9615-c937bb63d3de_TERMS'}, {'product_category': '给付重大疾病保险条款'}, {'product_name': '附加长泰永恒提前给付重大疾病保险条款'}, {'product_payment': '无'}, {'product_term': '天安人寿[2013]疾病保险008号'}
{'file_name': 'e04a9663-cd90-49e6-adb4-1c20e4c110f9_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '载明的基本保险金额给付重大疾病保险'}, {'product_payment': '一次性交清保险费'}, {'product_term': '渤海人寿[2016]疾病保险034号'}
{'file_name': 'e059dc0d-6cff-4f6b-8b78-2d04652287d8_TERMS'}, {'product_category': '树重大疾病保险条款'}, {'product_name': '健康树重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '昆仑健康[2016]疾病保险034号'}
{'file_name': 'e09f307e-8d8d-4e50-96c9-6cd656af2903_TERMS'}, {'product_category': '保险费重大疾病保险'}, {'product_name': '平安附加豁免保险费重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '平安人寿[2016]疾病保险032号'}
{'file_name': 'e0b297e0-c9a5-4566-9e7a-27327c0946ec_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '平安附加金鑫利提前给付重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '平安人寿[2017]疾病保险006号'}
{'file_name': 'e16bab1e-42a3-4fc0-9cda-6a18d354e53d_TERMS'}, {'product_category': '豁免重大疾病保险'}, {'product_name': '百年附加保费豁免重大疾病保险'}, {'product_payment': '无'}, {'product_term': '无'}
{'file_name': 'e193a13a-3a53-4fe1-a4d6-9bb752d9dfb7_TERMS'}, {'product_category': '保险费重大疾病保险'}, {'product_name': '国寿附加豁免保险费重大疾病保险'}, {'product_payment': '分期交付保险费'}, {'product_term': '无'}
{'file_name': 'e1e32981-18f9-4af5-ab19-be89d75d29e1_TERMS'}, {'product_category': '给付重大疾病保险'}, {'product_name': '平安附加护身福提前给付重大疾病保险'}, {'product_payment': '分期支付保险费'}, {'product_term': '平安人寿[2016]疾病保险056号'}
{'file_name': 'e1f671b6-9fc6-4c9a-8587-a1985669999a_TERMS'}, {'product_category': '定期重大疾病保险条款'}, {'product_name': '公司天安人寿吉祥鸟定期重大疾病保险条款'}, {'product_payment': '分期支付保险费'}, {'product_term': '天安人寿[2010]疾病保险007号'}
